reviewer
Eric Slud
Jonathan Silver
Keiji Takamoto
Greg Kaplan
Mark Huggett
Mathieu Faure
Sebastian Bervoets
Ana Elisa Pereira
Bernardo Guimaraes
Bruce McGough
David Evans
Buhong Zheng
Aaron M. Kolb
Carmen Camacho
H. Çagri Saglam
Norovsambuu Tumennasan
Etienne B. Yehoue
Jon C. Thompson
Haomiao Yu
Felix Mauersberger
Sergey Foss
Vsevolod Shneer
Péter Bayer
Ronald J. A. P. Peeters
Jayant V. Ganguli
Scott Condie
Harry Pei
Yingkai Li
Aditya Goenka
Rüdiger Pethig
Thomas Eichner
Alexandre M. Baptista
Ratul Lahkar
Robert M. Seymour
A. W. Anwar
Thomas Sampson
Matthew Haag
Roger Lagunoff
Felix Matthys
Yacine Aït-Sahalia
Edison G. Yu
Bandyopadhyay Bandyopadhyay
Taradas Bandyopadhyay
Igor Makarov
Oleg Rytchkov
Mu Zhang 0015
Rui Tang
Jean-Pierre Zigrand
Rohit Rahi
Benjamin Larin
Hans Torben Löfflad
Thomas Steger
Volker Grossmann
Joseph Zeira
Daniel Gottlieb
Eduardo M. Azevedo
Cathy Zhang
Sébastien Lotz
André L. Faria
Chiu Yu Ko
Jingyi Xue
Ruben Juarez
Klaus Desmet
Hassan Benchekroun
Dominik Peters
Rupert Freeman
Eric Danan
Pere Gomis-Porqueras
Arina Nikandrova
Romans Pancs
Alain Chateauneuf
José Heleno Faro
Jérôme Mathis
Christian Opp
Vincent Glode
Xingtan Zhang
Lucas Rentschler
Theodore L. Turocy
Francesco Giovannoni
Ennio Stacchetti
Pierre Yared
In-Uck Park
Jack Ochs
Ronald Fadel
Germán Pupato
Jérôme Renault
Juan Delgado
Andrés Perea
Simon Board
David Dillenberger
Juan Sebastián Lleras
Philipp Sadowski
Yi Chen
Roee Teper
Adam Meirowitz
Kenneth W. Shotts
Nina Bobkova
Asuman E. Ozdaglar
Azarakhsh Malekian
Spyros Galanis
Christian Heyerdahl-Larsen
Paul Ehling
Michael Ostrovsky
Brendan Pass
Arieh Gavious
Gadi Fibich
Ben McQuillin
Antonia Díaz
Fernando Perera-Tallo
G. Seccia
Heracles M. Polemarchakis
Sebastian Kranz
Eyal Winter
Suresh Mutuswami
Ulrich Doraszelski
Pietro Ortoleva
Christian Trudeau
Juan J. Vidal-Puga
Jack Meyer
Liqun Liu
Benyamin Shitovitz
Ezra Einy
Ahmad Peivandi
Thành Nguyen 0001
Alex Gershkov
Konrad Mierendorff
Han Hong
Ulrich Berger 0003
Lukas Altermatt
Arianna Degan
Daniel Sgroi
David Gill
Peter Postl
Tilman Börgers
Sofia Moroni
Christian A. Stoltenberg
Piotr Denderski
Peter Troyan
Thayer Morrill
Philip Sauré
Raphael A. Auer
Horst Zank
Ulrich Schmidt
Alexander Frankel
Jun Liu
Mark Grinblatt
Nick Saponara
Eleftherios Zacharias
Didier Laussel
Peter Katuscák
Hideo Konishi
Beatrix Paal
Richard Stong
Amil Dasgupta
Antonio D'Agata
Michel Denuit
Ellen V. Muir
Peter G. Taylor
Dilip Abreu
John Hassler
Kjetil Storesletten
Alexander Meyer-Gohde
Kalyan Chatterjee
Pathikrit Basu
Tetsuya Hoshino
Rui Albuquerque
Marcus Pivato
Shasikanta Nandeibam
Athanasios Geromichalos
Ina Simonovska
Gabriel Felbermayr
Hans-Jörg Schmerer
Jean-Christophe Vergnaud
Florin O. Bilbiie
Claudio Zoli
Satya R. Chakravarty
Frédéric Koessler
Hélène Latzer
Andrei A. Levchenko
Quy-Toan Do
Philippe Bich
Rasmus Lentz
Takeshi Momi
Peter Funk 0002
Nicodemo De Vito
F. Salanié
P. Mahenc
Marco Mariotti
Quan Wen
Pamela Labadie
John B. Van Huyck
Raymond C. Battalio
John P. Conley
Myrna Holtz Wooders
Duan Li 0002
Sahar Parsa
Shouyang Wang
Youcheng Lou
Guillaume Carlier
Mark Weder
Fausto Gozzi
Elmar Hillebrand
Marten Hillebrand
Mattias Polborn
Ashish Sachdeva
Isabelle Brocas
Juan D. Carrillo
Georgios Gerasimou
Hector M. Ramos
Jorge Ollero
Miguel A. Sordo
Pierluigi Murro
Raoul Minetti
Seung-Keun Martinez
Paola Manzini
Daisuke Nakajima
Onur Kesten
Robert G. Hammond
Erik J. Balder
Klaus Wälde
Markus Sihvonen
Karsten Fieseler
Thomas Kittsteiner
Monisankar Bishnu
Péter Eso
Pierre Fleckinger
Co-Pierre Georg
Jonathon Hazell
Matthew Elliott
Davide Dottori
Fernanda Estevan
I-Ling Shen
Sérgio Rebelo
Elchanan Ben-Porath
Gary D. Hansen
Selahattin Imrohoroglu
Martin Lackner
Piotr Skowron 0001
Alan Moreira
Michael McBride
Richard Nock
Pierre-Henry Wilthien
Attila Ambrus
Gregor Jarosch
Maryam Farboodi
Robert Shimer
Gastón Llanes
Claus Munk
Kasper Larsen
Peter Ove Christensen
Rene Saran
Filippo L. Calciano
Piotr Faliszewski
Aradhna Krishna
Yu Wang
Mark Thordal-Le Quement
Joshua Mollner
Jacob K. Goeree
Luke Lindsay
Subir Chattopadhyay
Eve Ramaekers
Nozomu Muto
Saptarshi Mukherjee
Ángel Hernando-Veciana
Rachel Kranton
Michele Piccione
Florian Brandl
Bertrand Wigniolle
Philippe Michel
Avinash Dixit
John Londregan
Eric T. Anderson
Nanda Kumar
Surendra Rajiv
Bart J. Wilson
Stanley S. Reynolds
Francisco J. Buera
Joseph P. Kaboski
Manuel Mueller-Frank
Illia Pasichnichenko
Jürgen Eichberger
Chris C. Wallace
David P. Myatt
Edward Simpson Prescott
Adib Bagh
Christopher D. Carroll
Martin B. Holm
Miles S. Kimball
Edouard Challe
Enrique Kawamura
Ken Burdett
Melvyn Coles
Galit Ashkenazi-Golan
Eric van Damme
David Kelsey
Gleb A. Koshevoy
Ju Hu
Lin Zhou
Wanyi Chen
Stacey L. Schreft
Eric Maskin
Gabriella Chiesa
Vincenzo Denicolò
Thomas J. Rivera
Nicolas L. Jacquet
Serene Tan
M. Remzi Sanver
Fei Tan
Jieran Wu
Zhao Han
Jinlu Li
Shuanglin Lin
Dietmar P. J. Leisen
Eric Renault
Fousseni Chabi-Yo
Andrés Carvajal
Guillaume Sublet
Marzena Rostek
Alexander S. Nesterov
Stephen L. Lenkey
Ryota Iijima
Todd Sarver
Alice Hsiaw
Ing-Haw Cheng
Amparo Urbano
Ivan Arribas
Sven de Vries
Hendrik Hakenes
John H. Boyd
Eran Hanany
Harry Di Pei
Matias Iaryczower
Adrian Peralta-Alva
Bernardo Moreno
Dolors Berga
Jacco J. J. Thijssen
Peter Landry
Ryan Webb
Isabel Trevino
Jean-Pierre Benoît
Miguel Costa-Gomes
Jonas Häckner
Mathias Herzing
Helmut Bester
David Delacrétaz
Tom Wilkening
Takuma Wakayama
Yuji Fujinaka
Siwan Anderson
Laurent Gilotte
Michel De Lara
Natalia Kovrijnykh
Peter M. Kort
Richard F. Hartl
Vladimir M. Veliov
David Austen-Smith
Yuhta Ishii
Pablo Beker
Casper G. de Vries
Chen Zhou
Laurens de Haan
Francesco Carli
Simon Martin 0005
Sayan Mukherjee 0007
Byoung Jun
Ziv Hellman
Moshe Tennenholtz
Ryan Porter
David Freeman 0003
Maël Le Treust
Shigehiro Serizawa
Michael Woodford
Pierpaolo Benigno
David Laibson
Deyuan Li
Hongyi Li
Sidney Resnick
Xavier Gabaix
Lasse Heje Pedersen
Jen-Wen Chang
Thomas F. Cooley
Alejandro Francetich
Giacomo Lanzani
F. Kübler
Haoxiang Zhu
Songzi Du
Kenichi Ueda
Gustavo Bergantiños
Matías Núñez
Franck Portier
Jean Flemming
Alia Gizatulina
Andrea Prat
Jennifer La'O
Luigi Iovino
Josef Zweimüller
Reto Foellmi
Tobias Wuergler
Martin Bodenstein
Kemal Ozbek
Richard P. McLean
Andrew B. Whinston
Wenli Wang
Zoltán Hidvégi
Francesco Nava
Helmuts Azacis
Péter Vida
Elisabeth Huybens
Yuet-Yee Wong
Luciano Pomatto
Russell Cooper
Cristina Arellano
Jonathan Heathcote
Azar Abizada
Yuanchuan Lien
Yi-You Yang
Adam Szeidl
Daniel A. Hojman
Leonardo Pejsachowicz
Séverine Toussaert
Laurent Mathevet
Kaushik Basu
Paulo Klinger Monteiro
Johanna Wallenius
Sandro Brusco
Levent Çelik
Satoshi Fukuda
Vladimir Asriyan
Yves Le Yaouanq
Johannes Ruf
Niels Anthonisen
Bruno Sultanum
Kai-Hao Yang
Jack Fanning
Curtis R. Taylor
Raphael Boleslavsky
Maria Goltsman
Duozhe Li
Albin Erlanson
Zachary Bethune
Ayushi Bajaj
Patrick Rey
Itay P. Fainmesser
John W. Pratt
Nolan Miller
Richard J. Zeckhauser
Scott Johnson
Gorkem Celik
Abhijit Banerjee 0001
Philippe Aghion
Philippe Bacchetta
Ali Jadbabaie
Ali Kakhbod
Ya Tang
Aaron Edlin
Chris Woolnough
Tomasz Sadzik
Wang Xiang
Shengxing Zhang
Margarida Corominas-Bosch
Jay Lu
Kota Saito
Andrea Moro 0002
Atila Abdulkadiroglu
Paula Jaramillo
Gil Kalai
David C. Parkes
Maciej K. Dudek
Felipe S. Iachan
Leandro Gorno
Jean-François Laslier
Nathalie Picard
Liang Dai
Guillaume Fréchette
Taro Kumano
Nobuhiro Kiyotaki
Giulio Codognato
Simone Tonin
Paan Jindapon
William S. Neilson
Jun Zhang 0035
Jihong Lee
T. R. Johnson
Bo Chen
Gary Biglaiser
James J. Anton
Hanqing Jin
Min Dai
Stephan Lauermann
Jaehoon Kim
Mark Fey
Youichiro Higashi
Anirban Kar
Eva de Francisco
Marina Azzimonti
Michael Schwarz
Juan Pablo Gama
Shachar Kariv
Syngjoo Choi
Armin Schmutzler
Dennis L. Gärtner
Stefan Maus
Monique Florenzano
Arno Riedl
Elena Cettolin
Martin van Hees
Ruvin Gekker
Gaston Navarro
João Ayres
Juan Pablo Nicolini
Pedro Teles
Peter Norman Sørensen
Edmund S. Phelps
Hian Teck Hoon
Gleason Judd
Peter Bils
Claude d'Aspremont
Louis-André Gérard-Varet
Biung-Ghi Ju
Toyotaka Sakai
Xu Tan
Felix J. Bierbrauer
Weerachart T. Kilenthong
Yangbo Song
Feng Liu
John R. Conlon
Melvyn G. Coles
Pietro Reichlin
Anthony Ziegelmeyer
Christoph March
Francisco Castro
George Vachadze
Ali Shourideh
Roozbeh Hosseini
Paul Harrenstein
M. Saif Mehkari
Andrei Barbos
Man-Chung Ng
Evan Sadler
Michal Feldman
Moshe Babaioff
Walter Bossert
Daniel N. Ostrov
Alexei Alexandrov
Özlem Bedre-Defolie
Effrosyni Diamantoudi
Licun Xue
Ioannis Karatzas
Jérôme Detemple
Olivier Loisel
Christopher Phelan
David J. Donaldson
George Georgiadis
Luis Rayo
Barton L. Lipman
Colin von Negenborn
Martin Pollrich
Daniel Diermeier
Özgür Kibris
Vincent Iehlé
Dmitry Ryvkin
Mikhail Drugov
Jan Boone
Lans Bovenberg
Juan M. Sánchez
Julian Kozlowski
Nick Netzer
Cees Withagen
Wolfgang Buchholz
Jonas Hedlund
Jean Guillaume Forand
Caroline Thomas
Dunia López-Pintado
Miguel A. Meléndez-Jiménez
Vincent P. Crawford
Albert Kyle
Wei Xiong
Bertan Turhan
Orhan Aygün
Maitreesh Ghatak
Tomas Sjöström
Arup Daripa
Tobias Wesselius
Shiran Rachmilevitch
Jeffrey Mensch
Wendy Shamier
Alexei V. Zakharov
Constantine S. Sorokin
Arnaud Dellis
Viral Acharya
Justin Valasek
Rune Midjord
Tomas Rodriguez-Barraquer
Carine Nourry
Brendan Lucier
Christos Kaklamanis
Ioannis Caragiannis
Maria Kyropoulou
Panagiotis Kanellopoulos
Renato Paes Leme
Yehuda Izhakian
Satoru Fujishige
Daniel Garcia
Sven Rady
Andrew Scott
Ioannis Kospentaris
Miroslav Gabrovski
Ludo Visschers
Jin Li
Yuk-fai Fong
Andrew Clausen
Carlo Strub
Margaret Meyer
Sandrine Ollier
Heidrun C. Hoppe
Ulrich Lehmann-Grube
Victor Ortego-Marti
April M. Franco
Galina Vereshchagina
Matthew Mitchell
Francisco Barillas
Ömer T. Açikgöz
Milo Bianchi
Mario Rafael Silva
Menghan Xu
Mengling Li
Rosario Macera
Elena Del Rey
Miguel-Angel Lopez-Garcia
Alessandro Bonatti
Jin Yong Jung
Son Ku Kim
Qiang Fu 0002
Yuxuan Zhu
Zenan Wu
Jang-Ting Guo
Sharon G. Harrison
Ezra Oberfield
Nicolas Schutz
Greg C. Wright
Tianxi Wang
Roberto Pinheiro
Haijun Wang
Ming Guo
Tomoya Kazumura
Julien Bengui
Toan Phan
Hajime Kobayashi
Katsunori Ohta
Fernando del Río
Luis A. Puch
Chen Li
Han Bleichrodt
Martin A. Dufwenberg
Ehsan Ebrahimy
Martin Pesendorfer
Karl Wärneryd
Arnon Rosenthal
David W. Flater
Yelena Yesha
Bharat K. Bhargava
Jagannathan Srinivasan
Prasun Dewan
Yin-he Jiang
Olivier Ridoux
Arif Ghafoor
P. Bruce Berra
Antoine Rauzy
Hava T. Siegelmann
Ophir Frieder
Alexander Bockmayr
Shirley Browne
Nabil R. Adam
Ramesh Subramanian
Barbara Gängler
James Clifford
Arie Segev
Rakesh Chandra
Pascal Van Hentenryck
Vijay A. Saraswat
Yves Deville
Godehard Link
Frédéric Benhamou
Michel Rueher
Manfred Börkel
Ramez Elmasri
Vram Kouramajian
Haiyan Ye
Kokou Yétongnon
Martin Andersson
Stefano Spaccapietra
Yann Dupont
François Fages
H. V. Jagadish
Narain H. Gehani
Oded Shmueli
Stanley Y. W. Su
Yuh-Ming Shyy
Hans-Joachim Novak
Zuzana Krifka Dobes
Dieter Fensel
Dieter Landes
Jürgen Angele
Susanne Neubert
Giuseppe Nardiello
Philippe Codognet
Jean-Louis Imbert
Francesca Rossi
Ugo Montanari
Baudouin Le Charlier
Hélène Kirchner
Hubert Comon
Jean-Claude Franchitti
Roger King
Helmut Schnelle
Peter C. Lockemann
Wilfried Brauer
Kumar V. Vadaparty
Shamim A. Naqvi
Elisa Bertino
Pierangela Samarati
Sushil Jajodia
Raj Tewari
Larry J. Peterson
Phillip C.-Y. Sheu
Shashi K. Gadia
Vimal Chopra
Joel L. Wolf
John Turek
Ming-Syan Chen
Philip S. Yu
Thom W. Frühwirth
Amit P. Sheth
George Karabatis
Marek Rusinkiewicz
Ernest Mwebaze
John A. Quinn
Hyokun Yun
S. V. N. Vishwanathan
Aarti Singh
Alessandro Rinaldo
James Sharpnack
Christian Barillot
Daniel García-Lorenzo
Florence Forbes
Michel Dojat
Senan Doyle
Aaron C. Courville
James Bergstra
Yoshua Bengio
Andrew W. Moore 0001
Geoffrey J. Gordon
Sajid M. Siddiqi
Arnak S. Dalalyan
Olivier Collier
Abhradeep Thakurta
Prateek Jain 0002
Pravesh Kothari
Balaji Krishnapuram
R. Bharat Rao
Rómer Rosales
Shipeng Yu
Abdel-rahman Mohamed
Yichuan Tang
Brian Eriksson
Laura Balzano
Robert D. Nowak
Lehel Csató
Zalán Bodó
Zsolt Minier
Dor Kedem
Kilian Q. Weinberger
Minmin Chen
Olivier Chapelle
Zhixiang Eddie Xu
Amos J. Storkey
Felix V. Agakov
Peter Orchard
Naftali Tishby
Ohad Shamir
José M. Peña 0001
Marko Grobelnik
Mitja Trampus
Akihiro Koide
Hiroshi Motoda
Kazumi Saito
Kouzou Ohara
Masahiro Kimura
Diego García-Saiz
Marta E. Zorrilla
David A. Castañón
Kirill Trapeznikov
Venkatesh Saligrama
Kyung-Ah Sohn
Seyoung Kim
Ali Jalali
Pradeep Ravikumar
Sujay Sanghavi
Vishvas Vasuki
Mehreen Saeed
Bing Bai
Corinna Cortes
David Grangier
Jason Weston
Mehryar Mohri
Ronan Collobert
David J. C. MacKay
Iain Murray 0001
Ryan Prescott Adams
Adrian Johnston
Liam P. Maguire
Michael McCann
Yuhua Li 0001
Aurélien Garivier
Emilie Kaufmann
Olivier Cappé
Frank D. Wood
Makoto Yamada
Masashi Sugiyama
Liu Yang 0001
Steve Hanneke
Cun-Hui Zhang
Ping Li 0001
Christopher R. Dance
Onno Zoeter
Christopher D. Manning
Daniel A. McFarland
Ramesh Nallapati
Edoardo M. Airoldi
Hossein Azari Soufiani
Leo Zhu
Li Wan
Rob Fergus
Benjamin Taskar
David J. Weiss
Alexandru Niculescu-Mizil
Claudia Perlich
Dong Wang
Grzegorz Swirszcz
Jianying Hu
Jing Xiao
Moninder Singh
Prem Melville
Vikas Sindhwani
Wei Xiong Shang
Yan Liu 0002
Yanfeng Zhu 0001
Chen-Hung Wu
Chen-Tse Tsai
Cheng-Hao Tsai
Chia-Mau Ni
Chieh-Yen Lin
Chien-Chih Wang
Chih-Jen Lin
Chun-Liang Li
Chun-Sung Ferng
Chung-Yi Li
Hsuan-Tien Lin
Ku-Chun Chou
Kuan-Wei Wu
Po-Lung Chen
Po-Wei Wang
Rong-Bing Chiu
Shou-De Lin
Shu-Hao Yu
Todd G. McKenzie
Tsung-Ting Kuo
Wei-Lun Su
Wei-Shih Lin
Ya-Hsuan Chang
Yao-Nan Chen
Yu-Cheng Chou
Antoine Bordes
Léon Bottou
Nicolas Usunier
Elad Hazan
Satyen Kale
Akshat Kumar
Marc Toussaint
Shlomo Zilberstein
Gilles Stoltz
Shie Mannor
Vianney Perchet
Alexander Rakhlin
Ambuj Tewari
Karthik Sridharan
Dario García-García
Robert C. Williamson
Huan Liu
Iñaki Inza
Louis Wehenkel
Yvan Saeys
Yves Van de Peer
Gal Elidan
Jiang Wang 0001
Junsong Yuan
Ying Wu 0001
Zhuoyuan Chen
Arthur Gretton
Carlos Guestrin
Le Song
Daniel Eaton
Kevin P. Murphy
Baptiste Jeudy
Laurent Miclet
Nelly Barbot
Donglin Niu
Jennifer G. Dy
Michael I. Jordan
Geordie Rose
Hartmut Neven
Vasil S. Denchev
William G. Macready
Taiji Suzuki
Menno van Zaanen
Nanne van Noord
Alexander J. Smola
Alexandros Karatzoglou
Markus Weimer
David R. Hardoon
John Shawe-Taylor
Alexandre Lacoste
François Laviolette
Mario Marchand
Eyal Krupka
Duncan A. J. Blythe
Frank C. Meinecke
Franz J. Király
Jan Saputra Müller
Klaus-Robert Müller
Paul von Bünau
Wei Chu
Zoubin Ghahramani
Alona Fyshe
David B. Dunson
Emily B. Fox
Tom M. Mitchell
Botond Cseke
Tom Heskes
Doris Entner
Patrik O. Hoyer
Peter Spirtes
Albert Bifet
Bernhard Pfahringer
Geoff Holmes 0001
Indre Zliobaite
Alan Johnston
Benjamin X. Hall
Hal Daumé III
Julie Carreau
Amir Globerson
David A. Sontag
Marina Meila
Tommi S. Jaakkola
Marc'Aurelio Ranzato
Sumit Chopra
Y-Lan Boureau
Yann LeCun
Cosma Rohilla Shalizi
Daniel J. McDonald
Mark J. Schervish
Jean-Yves Audibert
Manfred Opper
Steffen Grünewälder
Kevin Robert Canini
Lei Shi 0009
Thomas L. Griffiths
Daniel Povey
Oriol Vinyals
Yue Guan
Neil D. Lawrence
Dorota Glowacka
Antonio Javier Gallego Sánchez
Damián López
Jorge Calera-Rubio
Nathan Srebro
Xueyuan Zhou
Eric P. Xing
Qirong Ho
J. Xie
T. Xiong
Devorah Kletenik
Linda Sellie
Lisa Hellerstein
Rocco A. Servedio
Barnabás Póczos
Csaba Szepesvári
Sergey Kirshner
Rina Foygel
Dafna Shahaf
Shuicheng Yan
Xiaotong Yuan
Bernhard Schölkopf
Dominik Janzing
Isabelle Guyon
Shai Shalev-Shwartz
Yoram Singer
Dávid Pál
Gábor Bartók
Rina Dechter
Vibhav Gogate
Cheng Soon Ong
Joachim M. Buhmann
Patrick Pletscher
Giorgio Giacinto
Igino Corona
Arun Rajkumar
Shivani Agarwal 0001
Olgierd Unold
André Platzer
Erik Zawadzki
Peter A. Flach
Sebastian Spiegler
Simon Price
Hei Chan
Manabu Kuroki
Garry P. Nolan
Karen Sachs
Mesrob I. Ohannessian
Munther A. Dahleh
Sleiman Itani
Gerald Matz
Jeremy Jancsary
Mark Rudelson
Shuheng Zhou
Florian Steinke
Koji Tsuda
Matthias W. Seeger
Changhe Yuan
Marek J. Druzdzel
Bo Dai
Gang Niu 0001
Lin Shang 0001
Jarvis D. Haupt
Rui M. Castro
Ulrike von Luxburg
Rahul Garg
Rohit Khandekar
Fabio Aiolli
Sergey M. Plis
Stephen McCracken
Terran Lane
Vince D. Calhoun
Carl Edward Rasmussen
Marc Peter Deisenroth
Ryan D. Turner
Luis E. Ortiz
Robert E. Schapire
Sham M. Kakade
Guy Lever
D. Gnanaraj Thomas
J. D. Emerald
M. Humrosia Begam
M. Jayasrirani
Francis R. Bach
Guillaume Obozinski
Rodolphe Jenatton
Jinwoo Shin
Alexander Clark
Ryo Yoshinaka
Ahmed K. Farahat
Ali Ghodsi 0001
Mohamed S. Kamel
Kareem Amin
Michael J. Kearns
Umar Syed
Ann B. Lee
Boaz Nadler
Harish Karnick
Purushottam Kar
Han Liu 0001
John D. Lafferty
Larry A. Wasserman
Pannagadatta K. Shivaswamy
Tony Jebara
Andriy Mnih
Geoffrey E. Hinton
Ilya Sutskever
James Cook
An C. Tran
Hans W. Guesgen
Jens Dietrich 0001
Stephen Marsland
Akimichi Takemura
Junya Honda
Hugo Larochelle
Jasper Snoek
Francesco Dinuzzo
Kenji Fukumizu
H. Brendan McMahan
Giorgio Valentini
Matteo Ré
Alexander R. Statnikov
Constantin F. Aliferis
Guillaume Desjardins
Olivier Delalleau
Pascal Vincent
Bo Thiesson
Jingu Kim
Chenlei Leng
Huan Xu
Odalric-Ambrym Maillard
Rémi Munos
Morten Mørup
Ryota Tomioka
Avneesh Singh Saluja
Ole J. Mengshoel
Priya Krishnan Sundararajan
Dilan Görür
Yee Whye Teh
Ivor W. Tsang
Shukai Li
Alessandro Verri
Lorenzo Rosasco
Matteo Santoro
Silvia Villa
Sofia Mosci
Arnaud Doucet
Jan Peters 0001
Matthew Hoffman 0002
Nando de Freitas
Peter Cerno
Yuhong Yang
Alexander Paprotny
Jochen Garcke
David M. Blei
Jonathan D. Chang
Peter Sunehag
Eibe Frank
Geoffrey Holmes 0001
Amit Gruber
Michal Rosen-Zvi
Yair Weiss
Laurens van der Maaten
C.-H. Ho
C.-J. Lin
M.-H. Tsai
Byoung-Tak Zhang
Daniel D. Lee
Yung-Kyun Noh
Vladimir Vovk
Kedar Bellare
Paramveer S. Dhillon
S. Sathiya Keerthi
Sundararajan Sellamanickam
Benjamin Recht
Christopher Ré
Donghui Wang
Guang Dai
Zhihua Zhang
James Tin-Yau Kwok
Yu-Feng Li
Zhi-Hua Zhou
Charles Sutton
Andreas Argyriou
Bernardino Romera-Paredes
Massimiliano Pontil
Nadia Berthouze
Alard Roebroeck
Anil K. Seth
Pedro A. Valdés-Sosa
Constantin Comendant
Jan Ramon
Sue Ann Hong
Hoang Vu Nguyen
Vivekanand Gopalkrishnan
Mikio L. Braun
Nicole Krämer 0002
Alberto Giovanni Busetto
Aleksandrs Slivkins
Adam Woznica
Alexandros Kalousis
Huyen Do
Jun Wang 0017
Dit-Yan Yeung
Frederick H. Lochovsky
Gang Wang 0004
Jacob Steinhardt
Haesun Park
Alexandre Klementiev
Dan Roth
Ivan Titov
Kevin Small
Mathieu Sinn
Pascal Poupart
Jennifer Neville
Rongjing Xiang
Jun Sese
Takafumi Kanamori
Tie-Yan Liu
Yi Chang 0001
Wu-Jun Li
Dumitru Erhan
Balázs Kégl
Róbert Busa-Fekete
Bo Xie 0002
Dacheng Tao
Wei Bian
Subramani Mani
Antti Ajanki
Kai Puolamäki
Samuel Kaski
Amaury Habrard
Leonor Becerra-Bonache
Marc Sebban
Michaël Perrot
Élisa Fromont
Zhijian Ou
Sébastien Gerchinovitz
Bernard Zenko
Ivica Slavkov
Saso Dzeroski
George Karypis
Xia Ning
Avrim Blum
Maria-Florina Balcan
Shai Fine
Béatrice Laurent
Magalie Fromont
Matthieu Lerasle
Patricia Reynaud-Bouret
Jeff G. Schneider
Cynthia Rudin
Ingrid Daubechies
Andrew G. Howard
Risi Kondor
Ioannis Tsamardinos
Laura E. Brown
Laëtitia Comminges
Tijmen Tieleman
Byron Boots
Dinh Q. Phung
Svetha Venkatesh
Truyen Tran 0001
Harri Valpola
Tapani Raiko
Ruth Urner
Shai Ben-David
A. Philip Dawid
Hui Guo
Dimitris Samaras
Guillermo A. Cecchi
Irina Rish
Jean Honorio
Joey Tianyi Zhou
Qi Mao
Sinno Jialin Pan
Hiroshi Mamitsuka
Timothy Hancock
Daniel J. Hsu
Tong Zhang 0001
Bert Huang
Yi Zhang 0010
John M. Winn
Guha Balakrishnan
Zeeshan Syed
Mikko Koivisto
Pekka Parviainen
Cristian Sminchisescu
Marius Leordeanu
Babak Ahmadi
Kristian Kersting
Martin Mladenov
Mikhail Jiline
Svetlana Kiritchenko
Vitaly Feldman
Andrew L. Maas
Richard Socher
Alexander G. Gray
Dongryeol Lee
James M. Rehg
Ping Wang 0012
György Szarvas
Tamás Éltetö
Daphne Koller
Suchi Saria
Vladimir Jojic
Joseph S. Kong
Justin Kessler
Kyle Teague
Joemon M. Jose
Vassilios Stathopoulos 0002
Carl Smith
Liam Paninski
Ricardo Bezerra de Andrade e Silva
Robert B. Gramacy
Avishek Saha
Piyush Rai
Suresh Venkatasubramanian
Damien Ernst
Raphael Fonteneau
Susan A. Murphy
Ali Taylan Cemgil
Bilge Günsel
Yener Ülker
Benjamin M. Marlin
Kevin Swersky
Christopher Hart
Michael A. Osborne
Neale Gibson
Roman Garnett
Stephen J. Roberts
Suzanne Aigrain
Peter Grünwald
Ryohei Fujimaki
Satoshi Morinaga
Joachim Giesen
Martin Jaggi
Sören Laue
Babak Nadjar Araabi
Hadi Moradi
Hossein Hajimirsadeghi
Majid Nili Ahmadabadi
Mostafa Ajallooeian
Jeff M. Phillips
Amr Ahmed
D. Mike Titterington
Gábor Lugosi
Sébastien Bubeck
Douglas Aberdeen
Olivier Buffet
Owen Thomas
Boleslaw K. Szymanski
Jierui Xie
Mohammed J. Zaki
Jouni Hartikainen
Simo Särkkä
Purnamrita Sarkar
Loizos Michael
David Vogel
Gideon Dror
Marc Boullé
Vincent Lemaire 0001
Mark A. Girolami
Sivan Sabato
Suicheng Gu
Yuhong Guo
Michalis K. Titsias
Si-Chi Chin
W. Nick Street
Cristina Tîrnauca
José L. Balcázar
Tom Diethe
Chris Lovell
Gareth L. Jones 0001
Klaus-Peter Zauner
Steve R. Gunn
Hua Mao
Manfred Jaeger
Fernando Pereira
Koby Crammer
Emmanuel Duflos
Hachem Kadri
Manuel Davy
Philippe Preux
Stéphane Canu
Teresa Luu
Tyler Lu
Changhu Wang
HongJiang Zhang
Lei Zhang 0001
Gersende Fort
Rémi Bardenet
José M. Carmona-Cejudo
João Gama 0001
Manuel Baena-García
Rafael Morales Bueno
Drew Bagnell
Stéphane Ross
Alekh Agarwal
Miroslav Dudík
Ramani Duraiswami
Vikas C. Raykar
Mark D. Reid
Tim van Erven
Levi Boyles
Max Welling
Guangcan Liu
Ralf Herbrich
Thore Graepel
Xinhua Zhang
Mohamed Amir Esseghir
Aurelie C. Lozano
Naoki Abe
Giovanni Maria Farinella
Giovanni Puglisi
Giuseppe Azzaro
Giuseppe Claudio Guarnera
Margherita Caccamo
Sebastiano Battiato
Dmitry Kropotov
Dmitry P. Vetrov
Lior Wolf
Tal Hassner
Harald Steck
Katharina Morik
Katrin Tomanek
Gilles Blanchard
Alessandro Rozza
Elena Casiraghi
Gabriele Lombardi
Marco Rosa
Alexander T. Ihler
David A. McAllester
Simon Rogers
Dean P. Foster
Alex Krizhevsky
Ferenc Huszar
Simon Lacoste-Julien
Bao-Gang Hu
Zhuoran Wang
Andy Way
Tsuyoshi Okita 0002
Yvette Graham
Marion Neumann
Martin Schiegg
