key;title;author;booktitle;year;abstract;keywords;organization;type;reviewers;review;decision
journals/entcs/NavarroBGA11;Detecting and Coordinating Complex Patterns of Distributed Events with KETAL.;Andrés Barrera|Hugo Arboleda|Kiyoshige Garcés|Luis Daniel Benavides Navarro;CLEI Selected Papers;2011;Est sed aliquam est dolorem dolore.;Data Mining;Vilnius University;university;Dinesh Verma|Ray Chu|Jingu Kim;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Voorneveld18;Non-deterministic Effects in a Realizability Model.;Niels F. W. Voorneveld;MFPS;2018;Est sed aliquam est dolorem dolore.;Relational Databases|Big Data|Machine Learning;Teikyo University;university;Dunja Mladenic|Debraj Ray|Pietro Liò;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/JaklJP16;Bitopology and Four-valued Logic.;Achim Jung|Ales Pultr|Tomás Jakl;MFPS;2016;Est sed aliquam est dolorem dolore.;Machine Learning;University of Adelaide;university;Avner Shaked|Jacy Reese Anthis|Alexis Malozemoff;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/FariaSSS19;Variable Neighborhood Descent Branching applied to the Multi-Way Number Partitioning Problem.;Alexandre Frias Faria|Carlos Alexandre Silva|Elisangela Martins de Sá|Sérgio Ricardo de Souza;LAGOS;2019;Est sed aliquam est dolorem dolore.;Relational Databases;University of Missouriâ€“Columbia;university;Karsten Weber|Slavé Petrovski|Ramani Duraiswami;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/LaroussinieS97;Specification in CTL+Past, verification in CTL.;François Laroussinie|Philippe Schnoebelen;EXPRESS;1997;Est sed aliquam est dolorem dolore.;Relational Databases;Power Corp of Canada;company;Jonas Frey|Tudor Jebelean|Reinhard Kreissl;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/JaziriLMX14;Adequacy and Complete Axiomatization for Timed Modal Logic.;Bingtian Xue|Kim Guldstrand Larsen|Radu Mardare|Samy Jaziri;MFPS;2014;Est sed aliquam est dolorem dolore.;Computer Networks;Lowe's;company;Jamie Harris|Hülya Kodan|Anurag D;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Paczkowski96;Characterizing bisimilarity of value-passing parametrised processes.;Pawel Paczkowski;INFINITY;1996;Est sed aliquam est dolorem dolore.;Data Structures|Big Data;Paris Descartes University;university;Haakon Austad|Shyh Wei Teng|Gerrit van Tonder;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/CancilaHL03;Generalized Coiteration Schemata.;Daniela Cancila|Furio Honsell|Marina Lenisa;CMCS;2003;Est sed aliquam est dolorem dolore.;Big Data|Data Engineering;University of Perpignan Via Domitia;university;Simone Galperti|Kevin He|Oriol Vinyals;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/ZhangX14;Completely Precontinuous Posets.;Wenfeng Zhang|Xiaoquan Xu;ISDT;2013;Est sed aliquam est dolorem dolore.;Computer Networks|Big Data|Data Structures;Baylor University;university;Guimin Huang|Florian Rauser|Steven J. Vickers;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/MaoX17;Characterizations of Various Continuities of Posets Via Approximated Elements.;Luoshan Xu|Xuxin Mao;ISDT;2017;Est sed aliquam est dolorem dolore.;High Performance Computing;Emory University;university;Martin Steffen|Marcos López-Caniego|Daniel Burgos;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Srba04;Completeness Results for Undecidable Bisimilarity Problems.;Jirí Srba;INFINITY;2003;Est sed aliquam est dolorem dolore.;Big Data|Data Engineering|Data Structures;Wright State University - Dayton;university;David L. Kelly|Alexander Matros|Rocael Hernández;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/DuD09;On Mobility and Communication.;Wenjie Du|Yuxin Deng;ISDT;2009;Est sed aliquam est dolorem dolore.;Computer Networks;Murdoch University;university;Preeja Pradeep|Hani Alzaid|Shyh Wei Teng;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Markey02;Past is for Free: on the Complexity of Verifying Linear Temporal Properties with Past.;Nicolas Markey;EXPRESS;2002;Est sed aliquam est dolorem dolore.;Data Mining|Relational Databases;University of New Orleans;university;David P. Myatt|Panayotis Mertikopoulos|João Sarraipa;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Jacobs02;Comprehension for Coalgebras.;Bart Jacobs 0001;CMCS;2002;Est sed aliquam est dolorem dolore.;High Performance Computing;Polytechnic University of Milan;university;Giulio Codognato|Peter C. Lockemann|Charles Blackorby;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/GhicaT12;A System-Level Game Semantics.;Dan R. Ghica|Nikos Tzevelekos;MFPS;2012;Est sed aliquam est dolorem dolore.;Relational Databases;University of Louisville;university;Nahid Tavakoli|Miquel Bastons|A. Fayoumi;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/BartheHS97;A notion of classical pure type system.;Gilles Barthe|John Hatcliff|Morten Heine Sørensen;MFPS;1997;Est sed aliquam est dolorem dolore.;NLP|Relational Databases|Data Engineering;University of Electronic Science and Technology of China;university;Aapo Hyvärinen|Andrew Dunk|Boudewijn de Bruin;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/GrinchteinL04;Network Invariants for Real-Time Systems.;Martin Leucker|Olga Grinchtein;INFINITY;2003;Est sed aliquam est dolorem dolore.;Big Data|Data Mining;University of Minnesota, Twin Cities;university;Qing Tian|Nicolas H. Franceschini|Arnon Rosenthal;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Leal08;Predicate Liftings Versus Nabla Modalities.;Raul Andres Leal;CMCS;2008;Est sed aliquam est dolorem dolore.;Data Structures|Semantic Data|High Performance Computing;Nagoya University;university;Tatiana Berzina|Ad Ridder|David Lazaridis;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/PavlovicM10;Bayesian Authentication: Quantifying Security of the Hancke-Kuhn Protocol.;Catherine A. Meadows|Dusko Pavlovic;MFPS;2010;Est sed aliquam est dolorem dolore.;High Performance Computing|Data Mining;Ã‰cole normale supÃ©rieure de Lyon;university;Conny Olovsson|Kurt Miller|Rory A. Lewis;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/YangS17;Countably Sober Spaces.;Jinbo Yang|Junmiao Shi;ISDT;2017;Est sed aliquam est dolorem dolore.;High Performance Computing|Big Data;University of St Andrews;university;Noam Koenigstein|Florian Hoffmann|Guilherme Henrique Santos Miranda;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Escardo99;On the Compact-regular Coreflection of a Stably Locally Compact Locale.;Martín Hötzel Escardó;MFPS;1999;Est sed aliquam est dolorem dolore.;NLP;Erasmus University Rotterdam;university;Brian C. Martinson|Casper G. de Vries|Navin Kartik;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/PitaM96;A Maude specification of an object-oriented database model for telecommunication networks.;Isabel Pita|Narciso Martí-Oliet;WRLA;1996;Est sed aliquam est dolorem dolore.;Computer Networks|NLP|High Performance Computing;University of AlmerÃ­a;university;Mohd Salim Mohamed|Harry Pei|Junmiao Shi;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/CorradiniC00;The Expressive Power of Urgent, Lazy and Busy-Waiting Actions in Timed Processes.;Dino Di Cola|Flavio Corradini;EXPRESS;2000;Est sed aliquam est dolorem dolore.;Data Engineering;Kagoshima University;university;Peter Paul Beran|Gerold Hölzl|Jacques M. Bahi;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Maietti02;Joyal's arithmetic universes via type theory.;Maria Emilia Maietti;CTCS;2002;Est sed aliquam est dolorem dolore.;Machine Learning|Semantic Data;Jiangsu University;university;Mark D. Reid|John Stoitsis|Julien Truffaut;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Smyth97;Topology and tolerance.;Michael B. Smyth;MFPS;1997;Est sed aliquam est dolorem dolore.;Data Mining;KDDI;company;Albert P. C. Chan|Jun Takagi|Jonas Buchli;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/WatanabeNT06;A Coalgebraic Representation of Reduction by Cone of Influence.;Hiroshi Watanabe|Koki Nishizawa|Osamu Takaki;CMCS;2006;Est sed aliquam est dolorem dolore.;Semantic Data;Novosibirsk State University;university;Ian Welch|Marian Vittek|Nassim Kazitani;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/HasuoJN10;Coalgebraic Representation Theory of Fractals.;Bart Jacobs 0001|Ichiro Hasuo|Milad Niqui;MFPS;2010;Est sed aliquam est dolorem dolore.;Data Structures|High Performance Computing|Data Engineering;Beihang University;university;Vladimir Dyubanov|Dana Perkins|Ramakanth Gona;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/VelosoVB14;On a Graph Approach to Modal Logics.;Mario R. F. Benevides|Paulo A. S. Veloso|Sheila R. M. Veloso;LSFA;2013;Est sed aliquam est dolorem dolore.;Relational Databases|Big Data;University of Waikato;university;Bernd Carsten Stahl|David W. Knowles|Hiroshi Watanabe 0002;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/NgH19;Quasi-continuous Yoneda Complete Quasi-Metric Space.;Kok Min Ng|Weng Kin Ho;ISDT;2019;Est sed aliquam est dolorem dolore.;NLP;Loyola University Chicago;university;Nico Riedel|Rasmus Ejlers Møgelberg|M. Rahmani;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/MontanariS15;Network-Conscious π-calculus - A Model of Pastry.;Matteo Sammartino|Ugo Montanari;LSFA;2014;Est sed aliquam est dolorem dolore.;Machine Learning;Hefei University of Technology;university;Eric Campo|Derek L. Eager|Daniel M. Ricciuto;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/BiernackiLP18;Proving Soundness of Extensional Normal-Form Bisimilarities.;Dariusz Biernacki|Piotr Polesiuk|Sergueï Lenglet;MFPS;2018;Est sed aliquam est dolorem dolore.;Data Engineering;University of Florida;university;A. Fayoumi|Jason K. Johnson|Xiaoquan Xu;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/NogueiraAVG14;Hybrid GRASP Heuristics to Solve an Unrelated Parallel Machine Scheduling Problem with Earliness and Tardiness Penalties.;Harlem Mauricio Madrid Villadiego|José Elias Claudio Arroyo|João Paulo de C. M. Nogueira|Luciana Brugiolo Gonçalves;CLEI Selected Papers;2013;Est sed aliquam est dolorem dolore.;Relational Databases;University of Sydney;university;Frank Huettner|Eijiro Sumii|Govindasamy Agoramoorthy;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/DovierMO01;Preface.;Agostino Dovier|Andrea Omicini|Maria Chiara Meo;APPIA-GULP-PRODE;2001;Est sed aliquam est dolorem dolore.;Semantic Data|High Performance Computing;Washington University in St. Louis;university;Ulrich Fahrenberg|Mateja Jamnik|Christopher J. Frost;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Jacobs0S14;Preface.;Alexandra Silva 0001|Bart Jacobs 0001|Sam Staton;MFPS;2014;Est sed aliquam est dolorem dolore.;Big Data;Duke University;university;Branislav Kusy|Fabian Kaelin|Caroline Amaba;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Lechner98;Object-oriented specification of distributed systems.;Ulrike Lechner;WRLA;1998;Est sed aliquam est dolorem dolore.;Big Data;G. d'Annunzio University, Chieti-Pescara;university;Valérie Racine|Katharina Schäfer|W. A. Rivera;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/CacciagranoCAV08;Linearity, Persistence and Testing Semantics in the Asynchronous Pi-Calculus.;Diletta Cacciagrano|Flavio Corradini|Frank D. Valencia|Jesús Aranda;EXPRESS;2007;Est sed aliquam est dolorem dolore.;High Performance Computing|Data Structures;Mines ParisTech;university;Huai Sun|Seumas Miller|Nikos D. Hatziargyriou;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Scriven08;A Functional Algorithm for Exact Real Integration with Invariant Measures.;Adam Scriven;MFPS;2008;Est sed aliquam est dolorem dolore.;Data Engineering|NLP|Data Mining;Georgetown University;university;Andrew Scott|Nathalie Bertrand 0001|A. G. Knyazeva;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/TerayamaT13;A Stream Calculus of Bottomed Sequences for Real Number Computation.;Hideki Tsuiki|Kei Terayama;MFPS;2013;Est sed aliquam est dolorem dolore.;High Performance Computing|Machine Learning|Computer Networks;University of Portsmouth;university;Christoph Benzmüller|Rosemary D. Paradis|Daniel DeLaurentis;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Taylor02;Local Compactness and the Baire Category Theorem in Abstract Stone Duality.;Paul Taylor 0002;CTCS;2002;Est sed aliquam est dolorem dolore.;Data Engineering|Data Mining|High Performance Computing;Lomonosov Moscow State University;university;Abhijit Gosavi|Ameet Talwalkar|Manuel Clavel;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/GaoZ17;The Relationships Between KM-fuzzy Quasi-metric Spaces and the Associated Posets of Formal Balls.;Xiangnan Zhou|You Gao;ISDT;2017;Est sed aliquam est dolorem dolore.;Data Structures|Big Data|Semantic Data;Travelers;company;Michael Sattinger|Abdulmotaleb El-Saddik|Sarah M. Rovito;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/ArrudaM08;An Infinitary System for the Least Fixed-Point Logic restricted to Finite Models.;Alexandre Matos Arruda|Ana Teresa C. Martins;LSFA;2007;Est sed aliquam est dolorem dolore.;Data Engineering;University of MÃ¡laga;university;Jessica Morley|Peter Liang|Thambipillai Srikanthan;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Tews02;Greatest Bisimulations for Binary Methods.;Hendrik Tews;CMCS;2002;Est sed aliquam est dolorem dolore.;High Performance Computing;University of Melbourne;university;Okan Yilankaya|Elizabeth A. Corley|Peter Haase 0001;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/RodriguezPF16;Proving Correctness of a Compiler Using Step-indexed Logical Relations.;Daniel Fridlender|Leonardo Rodríguez|Miguel Pagano;LSFA;2015;Est sed aliquam est dolorem dolore.;Big Data|High Performance Computing;National Polytechnic Institute;university;Alejandro Martínez Abietar|P. Vershure|Kai Ming Ting;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/LiZL19;Continuous Prequantale Models of ;Hui Li|Qingguo Li|Xiangnan Zhou;ISDT;2019;Est sed aliquam est dolorem dolore.;High Performance Computing|Data Structures;Ping An Insurance Group;company;Sven E. Krüger|Danila Valentino|Daniel Pomarède;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Heckmann06;Injective Convergence Spaces and Equilogical Spaces via Pretopological Spaces.;Reinhold Heckmann;MFPS;2005;Est sed aliquam est dolorem dolore.;Big Data;University of Bologna;university;Burton Voorhees|Abdel-rahman Mohamed|Amil Dasgupta;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Bingham05;A New Approach to Upward-Closed Set Backward Reachability Analysis.;Jesse D. Bingham;INFINITY;2004;Est sed aliquam est dolorem dolore.;Relational Databases;Kansas State University;university;Marc Fleurbaey|Adam Belloum|Isar Stubbe;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Palmigiano03;Coalgebraic Semantics for Positive Modal Logic.;Alessandra Palmigiano;CMCS;2003;Est sed aliquam est dolorem dolore.;Big Data|Relational Databases;Unilever;company;D. Brian Larkins|Sebastian Kranz|Xingwei Zhang;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/MelliesT09;An Algebraic Account of References in Game Semantics.;Nicolas Tabareau|Paul-André Melliès;MFPS;2009;Est sed aliquam est dolorem dolore.;Machine Learning;University of Reading;university;Haochen Zhou|Margaret Meyer|Martín D. Safe;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/CaretteF06;Preface.;Jacques Carette|William M. Farmer;Calculemus;2005;Est sed aliquam est dolorem dolore.;Computer Networks|Semantic Data;Rutgers, The State University of New Jersey - Newark;university;Robert Zeman|Nan Ding 0002|Helmar Bornemann-Cimenti;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Jacobs98;Coalgebraic Reasoning about Classes in Object-Oriented Languages.;Bart Jacobs 0001;CMCS;1998;Est sed aliquam est dolorem dolore.;Machine Learning;Chubb;company;Gilles Stoltz|Hans Hagen|Maciej Koutny;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Abou-SalehP11;Towards Effects in Mathematical Operational Semantics.;Dirk Pattinson|Faris Abou-Saleh;MFPS;2011;Est sed aliquam est dolorem dolore.;NLP;Kyung Hee University;university;Guy Pujolle|Brian Bowe|Kang G. Shin;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/entcs/Rosu03;Inductive Behavioral Proofs by Unhiding.;Grigore Rosu;CMCS;2003;Est sed aliquam est dolorem dolore.;Computer Networks|NLP|Data Mining;University of Insubria;university;Daniel Brown|Trinh Minh Tri Do|Vince D. Calhoun;Sed porro dolor numquam eius consectetur ipsum.;accepted
